Iter,Best_Result
0,23
1,23
2,23
3,23
4,23
5,23
6,23
7,23
8,23
9,23
10,23
11,23
12,23
13,23
14,23
15,23
16,23
17,23
18,23
19,23
20,23
21,23
22,23
23,23
24,23
25,23
26,23
27,23
28,23
29,23
30,23
31,23
32,23
33,23
34,23
35,23
36,23
37,23
38,23
39,23
40,23
41,23
42,23
43,23
44,23
45,23
46,23
47,23
48,23
49,23
50,23
51,23
52,23
53,23
54,23
55,23
56,23
57,23
58,23
59,23
60,23
61,23
62,23
63,18.668891757449334
64,18.668891757449334
65,18.668891757449334
66,18.668891757449334
67,18.668891757449334
68,18.668891757449334
69,18.668891757449334
70,18.668891757449334
71,18.668891757449334
72,18.668891757449334
73,18.668891757449334
74,18.668891757449334
75,18.668891757449334
76,18.668891757449334
77,18.668891757449334
78,18.668891757449334
79,18.668891757449334
80,18.668891757449334
81,18.668891757449334
82,18.668891757449334
83,18.668891757449334
84,18.668891757449334
85,18.668891757449334
86,18.668891757449334
87,18.668891757449334
88,18.668891757449334
89,18.668891757449334
90,18.668891757449334
91,18.668891757449334
92,18.668891757449334
93,18.668891757449334
94,18.668891757449334
95,18.668891757449334
96,18.668891757449334
97,18.668891757449334
98,18.668891757449334
99,18.668891757449334
