Iter,Best_Result
0,419.01314180400004
1,419.01314180400004
2,419.01314180400004
3,419.01314180400004
4,419.01314180400004
5,419.01314180400004
6,419.01314180400004
7,419.01314180400004
8,391.413627806
9,346.560260743
10,308.575605008
11,279.789374202
12,275.868280106
13,273.02340046000006
14,273.02340046000006
15,273.02340046000006
16,273.02340046000006
17,273.02340046000006
18,243.96502776200003
19,243.96502776200003
20,217.93888969599996
21,217.93888969599996
22,217.52377344499996
23,217.52377344499996
24,217.52377344499996
25,217.52377344499996
26,217.52377344499996
27,217.52377344499996
28,217.52377344499996
29,217.52377344499996
30,217.52377344499996
31,217.52377344499996
32,217.52377344499996
33,217.52377344499996
34,217.52377344499996
35,217.52377344499996
36,217.52377344499996
37,207.91340973499996
38,207.91340973499996
39,204.03240692999995
40,204.03240692999995
41,202.695333445
42,202.695333445
43,202.695333445
44,202.695333445
45,202.695333445
46,202.695333445
47,202.695333445
48,202.695333445
49,202.695333445
50,202.695333445
51,202.695333445
52,202.695333445
53,202.695333445
54,202.695333445
55,202.695333445
56,202.695333445
57,202.695333445
58,202.695333445
59,202.695333445
60,202.695333445
61,202.695333445
62,202.695333445
63,202.695333445
64,202.695333445
65,202.695333445
66,202.695333445
67,202.695333445
68,202.695333445
69,202.695333445
70,202.695333445
71,202.695333445
72,202.695333445
73,202.695333445
74,202.695333445
75,202.695333445
76,202.695333445
77,202.695333445
78,202.695333445
79,202.695333445
80,202.695333445
81,202.695333445
82,202.695333445
83,202.695333445
84,202.695333445
85,202.695333445
86,202.695333445
87,202.695333445
88,202.695333445
89,202.695333445
90,202.695333445
91,202.695333445
92,202.695333445
93,202.695333445
94,202.695333445
95,202.695333445
96,202.695333445
97,202.695333445
98,202.695333445
99,202.695333445
100,202.695333445
101,202.695333445
102,202.695333445
103,202.695333445
104,202.695333445
105,202.695333445
106,202.695333445
107,202.695333445
108,202.695333445
109,202.695333445
110,202.695333445
111,202.695333445
112,202.695333445
113,202.695333445
114,202.695333445
115,202.695333445
116,202.695333445
117,202.695333445
118,202.695333445
119,202.695333445
120,202.695333445
121,202.695333445
122,202.695333445
123,202.695333445
124,202.695333445
125,202.695333445
126,202.695333445
127,202.695333445
128,202.695333445
129,202.695333445
130,202.695333445
131,202.695333445
132,202.695333445
133,202.695333445
134,202.695333445
135,202.695333445
136,202.695333445
137,202.695333445
138,202.695333445
139,202.695333445
140,202.695333445
141,202.695333445
142,202.695333445
143,202.695333445
144,202.695333445
145,202.695333445
146,202.695333445
147,202.695333445
148,202.695333445
149,202.695333445
150,202.695333445
151,202.695333445
152,202.695333445
153,202.695333445
154,202.695333445
155,202.695333445
156,202.695333445
157,202.695333445
158,202.695333445
159,202.695333445
160,202.695333445
161,202.695333445
162,202.695333445
163,202.695333445
164,202.695333445
165,202.695333445
166,202.695333445
167,202.695333445
