Iter,Best_Result
0,410.592064606
1,410.592064606
2,410.592064606
3,356.86850826400007
4,356.86850826400007
5,356.86850826400007
6,356.86850826400007
7,356.86850826400007
8,349.1468528590001
9,290.81363112500003
10,290.81363112500003
11,290.81363112500003
12,290.81363112500003
13,290.81363112500003
14,290.81363112500003
15,290.81363112500003
16,265.920199041
17,265.920199041
18,258.821671879
19,258.821671879
20,239.52040713699998
21,239.52040713699998
22,239.52040713699998
23,239.52040713699998
24,235.12513549800002
25,214.84776580099998
26,214.84776580099998
27,214.84776580099998
28,214.84776580099998
29,214.84776580099998
30,214.84776580099998
31,214.84776580099998
32,214.84776580099998
33,214.84776580099998
34,214.84776580099998
35,214.84776580099998
36,214.84776580099998
37,214.84776580099998
38,214.84776580099998
39,214.84776580099998
40,214.84776580099998
41,214.84776580099998
42,214.84776580099998
43,214.84776580099998
44,214.84776580099998
45,214.84776580099998
46,214.84776580099998
47,195.187515457
48,195.187515457
49,195.187515457
50,195.187515457
51,195.187515457
52,195.187515457
53,195.187515457
54,195.187515457
55,195.187515457
56,195.187515457
57,195.187515457
58,184.83408717100002
59,184.83408717100002
60,184.83408717100002
61,184.83408717100002
62,164.31250476600002
63,164.31250476600002
64,164.31250476600002
65,164.31250476600002
66,164.31250476600002
67,164.31250476600002
68,164.31250476600002
69,164.31250476600002
70,164.31250476600002
71,164.31250476600002
72,164.31250476600002
73,164.31250476600002
74,164.31250476600002
75,164.31250476600002
76,164.31250476600002
77,164.31250476600002
78,164.31250476600002
79,164.31250476600002
80,164.31250476600002
81,164.31250476600002
82,164.31250476600002
83,164.31250476600002
84,164.31250476600002
85,164.31250476600002
86,164.31250476600002
87,164.31250476600002
88,164.31250476600002
89,164.31250476600002
90,164.31250476600002
91,164.31250476600002
92,164.31250476600002
93,164.31250476600002
94,164.31250476600002
95,164.31250476600002
96,164.31250476600002
97,164.31250476600002
98,164.31250476600002
99,164.31250476600002
100,164.31250476600002
101,164.31250476600002
102,164.31250476600002
103,164.31250476600002
104,164.31250476600002
105,164.31250476600002
106,164.31250476600002
107,164.31250476600002
108,164.31250476600002
109,164.31250476600002
110,164.31250476600002
111,164.31250476600002
112,164.31250476600002
113,164.31250476600002
114,164.31250476600002
115,164.31250476600002
116,164.31250476600002
117,164.31250476600002
118,164.31250476600002
119,164.31250476600002
120,164.31250476600002
121,164.31250476600002
122,164.31250476600002
123,164.31250476600002
124,164.31250476600002
125,164.31250476600002
126,164.31250476600002
127,164.31250476600002
128,164.31250476600002
129,164.31250476600002
130,164.31250476600002
131,164.31250476600002
132,164.31250476600002
133,164.31250476600002
134,164.31250476600002
135,164.31250476600002
136,164.31250476600002
137,164.31250476600002
138,164.31250476600002
139,164.31250476600002
140,164.31250476600002
141,164.31250476600002
142,164.31250476600002
143,164.31250476600002
144,164.31250476600002
145,164.31250476600002
146,164.31250476600002
147,164.31250476600002
148,164.31250476600002
149,164.31250476600002
150,164.31250476600002
151,164.31250476600002
152,164.31250476600002
153,164.31250476600002
154,164.31250476600002
155,164.31250476600002
156,164.31250476600002
157,164.31250476600002
158,164.31250476600002
159,164.31250476600002
160,164.31250476600002
161,164.31250476600002
162,164.31250476600002
163,164.31250476600002
164,164.31250476600002
165,164.31250476600002
166,164.31250476600002
167,164.31250476600002
168,164.31250476600002
169,164.31250476600002
170,164.31250476600002
171,164.31250476600002
172,164.31250476600002
173,164.31250476600002
174,164.31250476600002
175,164.31250476600002
176,164.31250476600002
177,164.31250476600002
178,164.31250476600002
179,164.31250476600002
180,164.31250476600002
181,164.31250476600002
182,164.31250476600002
183,164.31250476600002
184,164.31250476600002
185,164.31250476600002
186,164.31250476600002
187,164.31250476600002
188,164.31250476600002
189,164.31250476600002
190,164.31250476600002
191,164.31250476600002
192,164.31250476600002
193,164.31250476600002
194,164.31250476600002
195,164.31250476600002
196,164.31250476600002
197,164.31250476600002
198,164.31250476600002
199,164.31250476600002
200,164.31250476600002
201,164.31250476600002
202,164.31250476600002
203,164.31250476600002
204,164.31250476600002
205,164.31250476600002
206,164.31250476600002
207,164.31250476600002
208,164.31250476600002
209,164.31250476600002
210,164.31250476600002
211,164.31250476600002
212,164.31250476600002
213,164.31250476600002
214,164.31250476600002
215,164.31250476600002
216,164.31250476600002
217,164.31250476600002
218,164.31250476600002
219,164.31250476600002
220,164.31250476600002
221,164.31250476600002
222,164.31250476600002
223,164.31250476600002
224,164.31250476600002
225,164.31250476600002
226,164.31250476600002
227,164.31250476600002
228,164.31250476600002
229,164.31250476600002
230,164.31250476600002
231,164.31250476600002
232,164.31250476600002
233,164.31250476600002
234,164.31250476600002
235,164.31250476600002
236,164.31250476600002
237,164.31250476600002
238,164.31250476600002
239,164.31250476600002
240,164.31250476600002
241,164.31250476600002
242,164.31250476600002
243,164.31250476600002
244,164.31250476600002
245,164.31250476600002
246,164.31250476600002
247,164.31250476600002
248,164.31250476600002
249,164.31250476600002
250,164.31250476600002
251,164.31250476600002
252,164.31250476600002
253,164.31250476600002
254,164.31250476600002
255,164.31250476600002
256,164.31250476600002
257,164.31250476600002
258,164.31250476600002
259,164.31250476600002
260,164.31250476600002
261,164.31250476600002
262,164.31250476600002
263,164.31250476600002
264,164.31250476600002
265,164.31250476600002
266,164.31250476600002
267,164.31250476600002
268,164.31250476600002
269,164.31250476600002
270,164.31250476600002
271,164.31250476600002
272,164.31250476600002
273,164.31250476600002
274,164.31250476600002
275,164.31250476600002
276,164.31250476600002
277,164.31250476600002
278,164.31250476600002
279,164.31250476600002
280,164.31250476600002
281,164.31250476600002
282,164.31250476600002
283,164.31250476600002
284,164.31250476600002
285,164.31250476600002
286,164.31250476600002
287,164.31250476600002
288,164.31250476600002
289,164.31250476600002
290,164.31250476600002
291,164.31250476600002
292,164.31250476600002
293,164.31250476600002
294,164.31250476600002
295,164.31250476600002
296,164.31250476600002
297,164.31250476600002
