Iter,Best_Result
0,323.6200578109999
1,323.6200578109999
2,323.6200578109999
3,323.6200578109999
4,323.6200578109999
5,323.6200578109999
6,323.6200578109999
7,270.855588121
8,231.39379208500003
9,231.39379208500003
10,231.39379208500003
11,231.39379208500003
12,231.39379208500003
13,231.39379208500003
14,228.647237091
15,228.647237091
16,228.647237091
17,228.647237091
18,214.487046852
19,214.487046852
20,214.487046852
21,214.487046852
22,214.487046852
23,214.487046852
24,214.487046852
25,214.487046852
26,214.487046852
27,214.487046852
28,214.487046852
29,214.487046852
30,214.487046852
31,214.487046852
32,214.487046852
33,214.487046852
34,214.487046852
35,214.487046852
36,214.487046852
37,214.487046852
38,214.487046852
39,214.487046852
40,214.487046852
41,214.487046852
42,214.487046852
43,214.487046852
44,214.487046852
45,214.487046852
46,214.487046852
47,214.487046852
48,214.487046852
49,214.487046852
50,214.487046852
51,214.487046852
52,214.487046852
53,214.487046852
54,214.487046852
55,214.487046852
56,214.487046852
57,214.487046852
58,214.487046852
59,214.487046852
60,214.487046852
61,214.487046852
62,214.487046852
63,214.487046852
64,214.487046852
65,214.487046852
66,214.487046852
67,214.487046852
68,214.487046852
69,214.487046852
70,214.487046852
71,214.487046852
72,214.487046852
73,214.487046852
74,214.487046852
75,214.487046852
76,214.487046852
77,214.487046852
78,214.487046852
79,214.487046852
80,214.487046852
81,214.487046852
82,214.487046852
83,214.487046852
84,214.487046852
85,214.487046852
86,214.487046852
87,214.487046852
88,214.487046852
89,214.487046852
90,214.487046852
91,214.487046852
92,214.487046852
93,214.487046852
94,214.487046852
95,214.487046852
96,214.487046852
97,214.487046852
98,214.487046852
99,214.487046852
100,214.487046852
101,214.487046852
102,214.487046852
103,214.487046852
104,214.487046852
105,214.487046852
106,214.487046852
107,214.487046852
108,214.487046852
109,214.487046852
110,214.487046852
111,214.487046852
112,214.487046852
113,214.487046852
114,214.487046852
115,214.487046852
116,214.487046852
117,214.487046852
118,214.487046852
119,214.487046852
120,214.487046852
121,214.487046852
122,214.487046852
123,214.487046852
124,214.487046852
125,214.487046852
126,214.487046852
127,214.487046852
128,214.487046852
129,214.487046852
130,214.487046852
