Iter,Best_Result
0,473.36402023399984
1,473.36402023399984
2,473.36402023399984
3,473.36402023399984
4,473.36402023399984
5,473.36402023399984
6,473.36402023399984
7,473.36402023399984
8,473.36402023399984
9,473.36402023399984
10,473.36402023399984
11,473.36402023399984
12,473.36402023399984
13,473.36402023399984
14,473.36402023399984
15,473.36402023399984
16,473.36402023399984
17,473.36402023399984
18,473.36402023399984
19,473.36402023399984
20,473.36402023399984
21,473.36402023399984
22,473.36402023399984
23,473.36402023399984
24,473.36402023399984
25,473.36402023399984
26,473.36402023399984
27,473.36402023399984
28,473.36402023399984
29,473.36402023399984
30,473.36402023399984
31,473.36402023399984
32,473.36402023399984
33,473.36402023399984
34,473.36402023399984
35,473.36402023399984
36,473.36402023399984
37,473.36402023399984
38,473.36402023399984
39,473.36402023399984
40,473.36402023399984
41,473.36402023399984
42,473.36402023399984
43,473.36402023399984
44,473.36402023399984
45,473.36402023399984
46,473.36402023399984
47,473.36402023399984
48,473.36402023399984
49,473.36402023399984
50,473.36402023399984
51,473.36402023399984
52,473.36402023399984
53,473.36402023399984
54,473.36402023399984
55,473.36402023399984
56,473.36402023399984
57,473.36402023399984
58,473.36402023399984
59,473.36402023399984
60,473.36402023399984
61,473.36402023399984
62,473.36402023399984
63,473.36402023399984
64,473.36402023399984
65,473.36402023399984
66,473.36402023399984
67,473.36402023399984
68,473.36402023399984
69,473.36402023399984
70,473.36402023399984
71,473.36402023399984
72,473.36402023399984
73,473.36402023399984
74,473.36402023399984
75,473.36402023399984
76,473.36402023399984
77,473.36402023399984
78,473.36402023399984
79,473.36402023399984
80,473.36402023399984
81,473.36402023399984
82,473.36402023399984
83,473.36402023399984
84,473.36402023399984
85,473.36402023399984
86,473.36402023399984
87,473.36402023399984
88,473.36402023399984
89,473.36402023399984
90,473.36402023399984
91,473.36402023399984
92,473.36402023399984
93,473.36402023399984
94,473.36402023399984
95,473.36402023399984
96,473.36402023399984
97,473.36402023399984
98,473.36402023399984
99,473.36402023399984
100,473.36402023399984
101,473.36402023399984
102,473.36402023399984
103,473.36402023399984
104,473.36402023399984
105,473.36402023399984
106,473.36402023399984
107,473.36402023399984
108,473.36402023399984
109,473.36402023399984
110,473.36402023399984
111,473.36402023399984
112,473.36402023399984
113,473.36402023399984
114,473.36402023399984
115,473.36402023399984
116,473.36402023399984
117,473.36402023399984
118,473.36402023399984
119,473.36402023399984
120,473.36402023399984
121,473.36402023399984
122,473.36402023399984
123,473.36402023399984
124,473.36402023399984
125,473.36402023399984
126,473.36402023399984
127,473.36402023399984
128,473.36402023399984
129,473.36402023399984
130,473.36402023399984
131,473.36402023399984
132,473.36402023399984
133,473.36402023399984
134,473.36402023399984
135,473.36402023399984
136,473.36402023399984
137,473.36402023399984
138,473.36402023399984
139,473.36402023399984
140,473.36402023399984
141,473.36402023399984
142,473.36402023399984
143,473.36402023399984
144,473.36402023399984
145,473.36402023399984
146,473.36402023399984
147,473.36402023399984
148,473.36402023399984
149,473.36402023399984
150,473.36402023399984
151,473.36402023399984
152,473.36402023399984
153,473.36402023399984
154,473.36402023399984
155,473.36402023399984
156,473.36402023399984
157,473.36402023399984
158,473.36402023399984
159,473.36402023399984
160,473.36402023399984
161,473.36402023399984
162,473.36402023399984
163,473.36402023399984
164,473.36402023399984
165,473.36402023399984
166,473.36402023399984
167,473.36402023399984
168,473.36402023399984
169,473.36402023399984
170,473.36402023399984
171,473.36402023399984
172,473.36402023399984
173,473.36402023399984
174,473.36402023399984
175,473.36402023399984
176,473.36402023399984
